Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,month,year,Day_Perc_Change,Trend,volume scaled,sma_21,sma_34,MA,roll_CP_std,UP_band,LO_band,buy,sell,MA_std
2018-01-17,171,JUBLFOOD,EQ,1899.55,1891.1,1922.0,1879.0,1922.0,1906.25,1904.48,657539,1252268517.0,26742,247481,37.64,1,2018,0.3527151167381781,Slight or No Change,0.056960053504683784,1835.36761904762,1790.4252941176483,1873.660714285715,58.958626884153404,1991.5779680540218,1755.743460517408,,,58.958626884153404
2018-01-18,172,JUBLFOOD,EQ,1906.25,1920.0,1986.5,1920.0,1949.9,1943.35,1957.9,1463218,2864837596.0,46266,260142,17.78,1,2018,1.9462295081967171,Positive,0.1422203385525798,1844.7590476190487,1795.6614705882366,1886.678571428572,51.890219599735026,1990.459010628042,1782.898132229102,,,51.890219599735026
2018-01-19,173,JUBLFOOD,EQ,1943.35,1949.95,2112.9,1943.4,2101.0,2093.3,2031.46,5277319,10720660229.0,149113,621297,11.77,1,2018,7.716057323693626,Bull run,0.5458442861315351,1856.854761904763,1803.4664705882367,1909.3000000000006,67.03308597538506,2043.3661719507709,1775.2338280492304,,,67.03308597538506
2018-01-22,174,JUBLFOOD,EQ,2093.3,2155.0,2299.0,2141.55,2269.5,2273.3,2225.84,6219270,13843128444.0,191483,1197756,19.26,1,2018,8.598863039220372,Bull run,0.6455254380061038,1878.2966666666678,1817.5314705882365,1943.6535714285721,111.18625998449305,2166.026091397558,1721.281051459586,,,111.18625998449305
2018-01-23,175,JUBLFOOD,EQ,2273.3,2276.8,2330.9,2200.55,2294.0,2283.0,2284.99,2337022,5340076229.0,78992,284349,12.17,1,2018,0.4266924734966704,Slight or No Change,0.2346898929483028,1902.7209523809533,1833.809411764707,1974.5428571428579,139.73619356203776,2254.015244266933,1695.0704700187823,,,139.73619356203776
2018-01-24,176,JUBLFOOD,EQ,2283.0,2265.55,2323.0,2252.05,2272.25,2273.4,2280.89,1168325,2664815747.0,53095,169402,14.5,1,2018,-0.4204993429697712,Slight or No Change,0.11101354125659812,1926.410476190477,1850.2967647058836,2005.5892857142865,154.7261130794659,2315.041511873218,1696.1370595553547,,,154.7261130794659
2018-01-25,177,JUBLFOOD,EQ,2273.4,2273.0,2283.5,2195.85,2202.05,2210.2,2225.25,1648800,3668992645.0,54670,474163,28.76,1,2018,-2.7799771267704827,Negative,0.1618593935853641,1948.8171428571436,1866.6958823529424,2027.4357142857152,160.80485836107607,2349.0454310078676,1705.825997563563,,,160.80485836107607
2018-01-29,178,JUBLFOOD,EQ,2210.2,2224.0,2226.05,2152.75,2179.0,2167.75,2177.6,622192,1354885451.0,33071,203965,32.78,1,2018,-1.9206406660030704,Negative,0.05321948772651657,1970.6909523809531,1881.5117647058835,2044.3464285714294,162.3247628678634,2368.9959543071564,1719.6969028357025,,,162.3247628678634
2018-01-30,179,JUBLFOOD,EQ,2167.75,2164.55,2205.0,2128.0,2134.0,2138.25,2168.25,922573,2000369732.0,45626,228635,24.78,1,2018,-1.3608580325222053,Negative,0.08500704788753857,1990.455238095239,1896.010294117648,2059.792857142858,160.06013636363485,2379.9131298701277,1739.672584415588,,,160.06013636363485
2018-01-31,180,JUBLFOOD,EQ,2138.25,2148.0,2148.4,2026.0,2039.65,2043.2,2067.55,1180069,2439850161.0,66038,327965,27.79,1,2018,-4.445223898047468,Among top Losers,0.11225633992406059,2004.6204761904771,1906.4005882352953,2068.557142857144,155.12963791757417,2378.8164186922922,1758.2978670219954,,,155.12963791757417
2018-02-01,181,JUBLFOOD,EQ,2043.2,2053.45,2094.0,1991.35,2044.0,2047.35,2055.57,1086776,2233947398.0,45537,273288,25.15,2,2018,0.2031127642913022,Slight or No Change,0.1023836886907861,2017.3000000000009,1916.3870588235309,2077.410714285715,149.64815295907937,2376.707020203874,1778.1144083675563,,,149.64815295907937
2018-02-02,182,JUBLFOOD,EQ,2047.35,2000.0,2036.9,1942.05,2012.5,2006.2,2000.99,1012110,2025224100.0,37820,216571,21.4,2,2018,-2.0099152563069267,Negative,0.09448222366143048,2025.1323809523815,1925.7229411764722,2084.285714285715,143.44539624294245,2371.1765067716,1797.3949217998302,,,143.44539624294245
2018-02-05,183,JUBLFOOD,EQ,2006.2,1960.0,2043.0,1951.0,1957.0,1959.35,1979.7,996002,1971780572.0,37438,223238,22.41,2,2018,-2.3352606918552565,Negative,0.09277760845915822,2031.9628571428575,1933.4002941176489,2088.8892857142864,137.82398080183285,2364.5372473179523,1813.2413241106208,,,137.82398080183285
2018-02-06,184,JUBLFOOD,EQ,1959.35,1805.0,2020.0,1803.2,1988.0,1979.1,1929.14,1389047,2679671099.0,56768,222681,16.03,2,2018,1.0079873427412125,Positive,0.134371256471146,2033.7600000000002,1939.0544117647078,2094.571428571429,130.88255262797875,2356.3365338273866,1832.8063233154714,,,130.88255262797875
2018-02-07,185,JUBLFOOD,EQ,1979.1,2003.9,2037.9,1975.0,2006.8,1999.95,2001.11,688601,1377963544.0,27009,117367,17.04,2,2018,1.0535091708352429,Positive,0.06024716285488125,2037.624285714286,1946.1258823529433,2101.2642857142864,122.64843037122613,2346.5611464567387,1855.9674249718341,,,122.64843037122613
2018-02-08,186,JUBLFOOD,EQ,1999.95,2026.0,2041.0,1981.0,2005.0,1999.9,2010.88,857848,1725025871.0,51311,259846,30.29,2,2018,-0.0025000625015647593,Slight or No Change,0.07815758060624531,2041.9614285714288,1952.9914705882377,2105.303571428572,117.88640631537659,2341.0763840593254,1869.5307587978189,,,117.88640631537659
2018-02-09,187,JUBLFOOD,EQ,1999.9,1930.05,2019.9,1930.05,2019.9,1998.7,1982.1,665951,1319981252.0,33641,144576,21.71,2,2018,-0.0600030001500107,Slight or No Change,0.05785024614694317,2044.1971428571428,1959.0661764705908,2098.5464285714293,121.28944158544024,2341.12531174231,1855.9675454005487,,,121.28944158544024
2018-02-12,188,JUBLFOOD,EQ,1998.7,2015.05,2056.95,2015.05,2030.0,2026.65,2036.54,653313,1330495173.0,31329,129740,19.86,2,2018,1.3984089658277912,Positive,0.05651284070080977,2049.557142857143,1966.8444117647082,2080.9285714285725,111.46904143214059,2303.8666542928536,1857.9904885642914,,,111.46904143214059
2018-02-14,189,JUBLFOOD,EQ,2026.65,2054.0,2058.0,2023.55,2030.0,2042.5,2040.4,492952,1005821084.0,24697,143797,29.17,2,2018,0.7820787999901269,Slight Positive,0.03954277623274537,2055.322857142857,1974.4029411764727,2063.750000000001,95.28982510860688,2254.3296502172147,1873.170349782787,,,95.28982510860688
2018-02-15,190,JUBLFOOD,EQ,2042.5,2042.5,2114.0,1990.55,2010.0,2011.9,2061.2,1662514,3426771505.0,53657,248314,14.94,2,2018,-1.498164014687875,Negative,0.1633106658031417,2062.9523809523807,1983.4173529411783,2045.0714285714296,74.36542495386945,2193.8022784791683,1896.3405786636906,,,74.36542495386945
2018-02-16,191,JUBLFOOD,EQ,2011.9,2028.0,2039.85,1936.0,1963.85,1951.65,1977.81,1086108,2148120671.0,41288,165801,15.27,2,2018,-2.994681644216912,Negative,0.10231299816712594,2066.649999999999,1991.051470588237,2026.6035714285724,61.12916169340839,2148.8618948153894,1904.3452480417557,,,61.12916169340839
2018-02-19,192,JUBLFOOD,EQ,1951.65,1966.3,2018.2,1910.0,2008.0,1993.85,1950.07,1075766,2097815839.0,34569,206068,19.16,2,2018,2.16227294853073,Positive,0.10121856494004004,2068.8209523809514,1996.8417647058843,2014.1821428571438,46.050526628318664,2106.2831961137813,1922.0810896005064,,,46.050526628318664
2018-02-20,193,JUBLFOOD,EQ,1993.85,2018.7,2028.5,1976.3,1989.0,1997.2,2005.12,819579,1643353659.0,32247,77226,9.42,2,2018,0.16801665120245168,Slight or No Change,0.0741077966991335,2071.069523809523,2003.7547058823548,2004.1071428571438,29.14544994927174,2062.398042755687,1945.8162429586002,,,29.14544994927174
2018-02-21,194,JUBLFOOD,EQ,1997.2,2016.9,2016.9,1966.1,1990.0,1990.3,1988.19,533111,1059926508.0,32237,79213,14.86,2,2018,-0.3454836771480063,Slight or No Change,0.04379256775919506,2069.009047619047,2009.6044117647077,2000.3285714285723,27.040487551655357,2054.409546531883,1946.2475963252616,,,27.040487551655357
2018-02-22,195,JUBLFOOD,EQ,1990.3,1974.0,2005.0,1963.85,1965.25,1974.9,1983.49,566338,1123325508.0,19636,152777,26.98,2,2018,-0.7737527005978961,Slight Negative,0.04730878636646475,2057.4685714285706,2013.9273529411785,1995.1535714285726,24.124855234968006,2043.4032818985086,1946.9038609586366,,,24.124855234968006
2018-02-23,196,JUBLFOOD,EQ,1974.9,1979.3,2019.65,1979.0,2004.0,2003.3,2004.54,593887,1190469937.0,21133,90374,15.22,2,2018,1.4380474960757452,Positive,0.05022413552262308,2044.1138095238089,2018.8767647058844,1994.9464285714296,24.034994233418725,2043.016417038267,1946.8764401045921,,,24.034994233418725
2018-02-26,197,JUBLFOOD,EQ,2003.3,2018.55,2020.0,1985.55,2004.0,2000.6,1998.29,831646,1661868134.0,31639,350714,42.17,2,2018,-0.13477761693206913,Slight or No Change,0.07538477656291667,2030.656666666666,2022.0205882352961,1997.8928571428582,21.75593515075787,2041.404727444374,1954.3809868413425,,,21.75593515075787
2018-02-27,198,JUBLFOOD,EQ,2000.6,2021.0,2056.0,2004.0,2040.95,2038.35,2035.24,1277154,2599320617.0,44892,156543,12.26,2,2018,1.886933919824063,Positive,0.12253027628565745,2021.6085714285707,2025.4111764705904,2002.1250000000011,23.51108372003653,2049.147167440074,1955.1028325599282,,2021.6085714285707,23.51108372003653
2018-02-28,199,JUBLFOOD,EQ,2038.35,2006.0,2052.0,2006.0,2031.5,2034.0,2034.29,498823,1014749283.0,19629,53761,10.78,2,2018,-0.21340790345131253,Slight or No Change,0.040164069742339395,2014.784285714285,2028.7785294117664,2004.5571428571438,24.983832134605002,2054.524807126354,1954.5894785879339,,,24.983832134605002
2018-03-01,200,JUBLFOOD,EQ,2034.0,2039.95,2047.3,1995.65,2006.1,2005.85,2017.76,423544,854611118.3,16386,87469,20.65,3,2018,-1.3839724680432708,Negative,0.03219773451687048,2007.6180952380946,2031.2082352941195,2004.9821428571436,24.949099005916903,2054.8803408689773,1955.0839448453098,,,24.949099005916903
2018-03-05,201,JUBLFOOD,EQ,2005.85,2005.0,2018.9,1975.25,1998.5,1997.6,1996.9,499605,997661430.5,24100,102272,20.47,3,2018,-0.4112969564025182,Slight or No Change,0.040246824217642155,2004.253809523809,2033.3529411764723,2004.9035714285721,24.97212649428567,2054.8478244171433,1954.9593184400007,,,24.97212649428567
2018-03-06,202,JUBLFOOD,EQ,1997.6,2006.0,2040.95,1972.2,1979.6,1989.25,2016.46,866691,1747648476.0,34685,169855,19.6,3,2018,-0.4180016019223021,Slight or No Change,0.07909338345164471,2002.391428571428,2036.2100000000016,2002.2321428571433,24.462071167880186,2051.156285192904,1953.308000521383,,,24.462071167880186
2018-03-07,203,JUBLFOOD,EQ,1989.25,1990.0,2005.0,1969.0,1986.0,1978.25,1984.09,499818,991682070.9,18435,37079,7.42,3,2018,-0.5529722257132108,Slight Negative,0.04026936475886912,2001.586666666666,2038.6544117647077,1997.6428571428576,22.25358965977225,2042.150036462402,1953.135677823313,,,22.25358965977225
2018-03-08,204,JUBLFOOD,EQ,1978.25,1991.0,2021.0,1962.0,2020.0,2010.45,1992.35,503731,1003606177.0,19930,111296,22.09,3,2018,1.6277012511057842,Positive,0.040683454607794586,2002.189047619047,2041.365882352943,1997.5392857142863,22.18540041911598,2041.9100865525184,1953.1684848760542,,,22.18540041911598
2018-03-09,205,JUBLFOOD,EQ,2010.45,2020.0,2080.0,2010.0,2060.3,2060.3,2052.73,1376180,2824925514.0,56383,239651,17.41,3,2018,2.4795443806113093,Positive,0.13300961729759017,2008.0742857142852,2045.72617647059,2005.3000000000004,23.83980995016094,2052.979619900322,1957.6203800996786,,,23.83980995016094
2018-03-12,206,JUBLFOOD,EQ,2060.3,2090.0,2098.0,2061.4,2075.0,2084.05,2081.9,882266,1836791265.0,34503,144761,16.41,3,2018,1.1527447459107831,Positive,0.08074159438878094,2011.9214285714281,2049.3732352941192,2011.7428571428575,31.473663331660717,2074.690183806179,1948.795530479536,,,31.473663331660717
2018-03-13,207,JUBLFOOD,EQ,2084.05,2075.0,2098.5,2047.0,2059.0,2060.1,2075.68,524075,1087811126.0,24915,79158,15.1,3,2018,-1.1492046735922967,Negative,0.04283634085531301,2015.0071428571425,2050.6738235294133,2016.2357142857145,33.652074050648324,2083.539862387011,1948.9315661844178,,,33.652074050648324
2018-03-14,208,JUBLFOOD,EQ,2060.1,2047.0,2086.2,2045.3,2083.0,2078.95,2064.9,416793,860635085.6,18448,70794,16.99,3,2018,0.9150041260132856,Slight Positive,0.031483315766526555,2018.9499999999998,2045.9402941176484,2022.5678571428575,36.60714835162352,2095.7821538461044,1949.3535604396104,,,36.60714835162352
2018-03-15,209,JUBLFOOD,EQ,2078.95,2091.0,2160.0,2085.25,2159.95,2147.1,2131.85,1520066,3240547348.0,60989,428932,28.22,3,2018,3.278097116332779,Among Top gainers,0.14823622910502413,2023.4885714285713,2041.4361764705895,2034.8678571428572,46.85415426593684,2128.576165674731,1941.1595486109836,,,46.85415426593684
2018-03-16,210,JUBLFOOD,EQ,2147.1,2151.0,2170.0,2100.2,2119.05,2111.65,2136.08,825718,1763797235.0,48321,227609,27.56,3,2018,-1.6510642261655215,Negative,0.07475745107750136,2028.0447619047616,2037.1770588235308,2042.6071428571431,50.07645637936702,2142.7600556158773,1942.454230098409,,,50.07645637936702
2018-03-19,211,JUBLFOOD,EQ,2111.65,2125.0,2161.3,2094.4,2113.15,2113.15,2126.15,988750,2102234370.0,35639,144725,14.64,3,2018,0.07103449908838487,Slight or No Change,0.09201017181606917,2031.137619047619,2034.2623529411776,2050.646428571429,51.81798197047673,2154.2823925123826,1947.0104646304758,,,51.81798197047673
2018-03-20,212,JUBLFOOD,EQ,2113.15,2103.0,2133.85,2091.5,2129.0,2121.8,2119.57,621810,1317971075.0,23277,133078,21.4,3,2018,0.4093415043891824,Slight or No Change,0.05317906290610013,2037.8880952380953,2032.5555882352953,2056.6071428571436,54.99688752430243,2166.6009179057482,1946.6133678085387,2037.8880952380953,,54.99688752430243
2018-03-21,213,JUBLFOOD,EQ,2121.8,2144.0,2215.45,2135.05,2203.0,2207.35,2181.15,1619899,3533236640.0,61853,396775,24.49,3,2018,4.031954001319615,Among Top gainers,0.15880097019569,2048.8919047619047,2032.935000000001,2068.9892857142863,67.58836432224375,2204.1660143587737,1933.812557069799,,,67.58836432224375
2018-03-22,214,JUBLFOOD,EQ,2207.35,2220.95,2300.0,2215.0,2265.45,2275.0,2265.69,3282766,7437723413.0,110586,714374,21.76,3,2018,3.064760912406284,Among Top gainers,0.3347724357753311,2061.3,2038.7626470588245,2088.2142857142862,84.42833426268517,2257.0709542396567,1919.3576171889158,,,84.42833426268517
2018-03-23,215,JUBLFOOD,EQ,2275.0,2233.0,2297.9,2220.0,2270.0,2277.05,2273.05,1939420,4408395773.0,73850,219740,11.33,3,2018,0.09010989010989068,Slight or No Change,0.1926140043430226,2074.864761904762,2045.1591176470597,2108.1750000000006,93.86398660171675,2295.902973203434,1920.4470267965671,,,93.86398660171675
2018-03-26,216,JUBLFOOD,EQ,2277.05,2299.95,2354.5,2282.05,2347.3,2344.0,2330.6,2186647,5096204554.0,73213,358190,16.38,3,2018,2.9402077249072183,Positive,0.2187765883144755,2091.3938095238095,2054.8535294117655,2133.5142857142864,106.3437774906787,2346.201840695644,1920.826730732929,,,106.3437774906787
2018-03-27,217,JUBLFOOD,EQ,2344.0,2367.95,2396.0,2320.65,2348.5,2341.05,2370.15,1490655,3533073576.0,58458,193012,12.95,3,2018,-0.12585324232080586,Slight or No Change,0.14512383540536994,2108.80380952381,2066.3373529411774,2159.428571428572,109.74773821794214,2378.9240478644565,1939.9330949926878,,,109.74773821794214
2018-03-28,218,JUBLFOOD,EQ,2341.05,2345.0,2364.0,2310.75,2323.0,2325.85,2333.93,1328797,3101314966.0,54211,253213,19.06,3,2018,-0.6492813053971647,Slight Negative,0.1279953522038935,2124.786666666667,2078.2429411764715,2181.957142857143,109.18415082422293,2400.325444505589,1963.5888412086972,,,109.18415082422293
2018-04-02,219,JUBLFOOD,EQ,2325.85,2350.0,2367.0,2335.55,2357.55,2356.1,2350.44,484866,1139649570.0,22438,66766,13.77,4,2018,1.3005997807253202,Positive,0.038687082259218346,2139.796190476191,2088.5173529411773,2203.085714285715,112.40406752249767,2427.89384933071,1978.2775792407194,,,112.40406752249767
2018-04-03,220,JUBLFOOD,EQ,2356.1,2368.0,2379.95,2302.2,2329.95,2329.15,2329.46,992288,2311491172.0,36315,225367,22.71,4,2018,-1.143839395611379,Negative,0.09238457761353872,2153.851904761905,2097.887352941177,2220.5928571428576,111.52180514130772,2443.6364674254733,1997.5492468602422,,,111.52180514130772
2018-04-04,221,JUBLFOOD,EQ,2329.15,2329.0,2345.0,2296.45,2312.0,2309.3,2320.34,708423,1643780504.0,26320,96277,13.59,4,2018,-0.8522422342914782,Slight Negative,0.06234480890277302,2168.2604761904768,2107.835588235295,2238.392857142858,103.53658189841182,2445.4660209396816,2031.3196933460342,,,103.53658189841182
2018-04-05,222,JUBLFOOD,EQ,2309.3,2330.0,2343.85,2315.0,2339.85,2335.35,2328.92,315803,735481077.7,11711,49065,15.54,4,2018,1.1280474602693324,Positive,0.02079613614910198,2184.070952380953,2116.435000000001,2256.707142857143,95.53114243963523,2447.7694277364135,2065.6448579778726,,,95.53114243963523
2018-04-06,223,JUBLFOOD,EQ,2335.35,2335.0,2437.6,2322.55,2427.0,2430.35,2401.21,1888980,4535838607.0,62604,201417,10.66,4,2018,4.0679127325668585,Among Top gainers,0.18727623486185718,2202.3923809523812,2127.0470588235303,2276.939285714286,100.40224901435481,2477.7437837429957,2076.1347876855766,,,100.40224901435481
2018-04-09,224,JUBLFOOD,EQ,2430.35,2450.0,2487.0,2436.4,2449.35,2453.15,2460.34,1441401,3546331527.0,52808,230268,15.98,4,2018,0.9381364823996652,Slight Positive,0.13991157335094248,2225.070952380953,2138.786470588236,2301.3321428571435,98.62417320924112,2498.580489275626,2104.083796438661,,,98.62417320924112
2018-04-10,225,JUBLFOOD,EQ,2453.15,2464.0,2465.9,2407.0,2433.0,2428.6,2430.24,706447,1716838568.0,28927,91266,12.92,4,2018,-1.0007541324419722,Negative,0.062135700407634574,2245.9228571428575,2152.093235294119,2323.8642857142863,87.7602863323748,2499.384858379036,2148.3437130495367,,,87.7602863323748
2018-04-11,226,JUBLFOOD,EQ,2428.6,2436.0,2490.85,2424.75,2486.35,2486.35,2468.11,1128564,2785415167.0,40436,107483,9.52,4,2018,2.3779132010211645,Positive,0.10680586773676033,2265.7028571428573,2167.329705882354,2349.9035714285715,76.56233876411088,2503.028248956793,2196.77889390035,,,76.56233876411088
2018-04-12,227,JUBLFOOD,EQ,2486.35,2495.95,2522.0,2471.0,2482.3,2477.5,2497.15,1314332,3282079670.0,47926,177046,13.47,4,2018,-0.3559434512437898,Slight or No Change,0.12646460605906681,2285.476666666667,2181.8011764705893,2369.2000000000003,71.76333432780011,2512.7266686556004,2225.6733313444,,,71.76333432780011
2018-04-13,228,JUBLFOOD,EQ,2477.5,2485.0,2511.8,2454.0,2494.0,2493.75,2487.16,855946,2128878228.0,34320,133221,15.56,4,2018,0.6559031281533789,Slight Positive,0.07795630309726084,2305.0709523809523,2196.4767647058834,2384.8250000000003,73.46939904580194,2531.7637980916043,2237.8862019083963,,,73.46939904580194
2018-04-16,229,JUBLFOOD,EQ,2493.75,2473.0,2502.4,2463.5,2482.85,2484.15,2483.45,611421,1518430493.0,22731,136361,22.3,4,2018,-0.3849624060150325,Slight or No Change,0.05207965594456509,2325.0019047619044,2211.181470588236,2399.6178571428572,70.90469661979142,2541.42725038244,2257.8084639032745,,,70.90469661979142
2018-04-17,230,JUBLFOOD,EQ,2484.15,2491.1,2538.7,2477.05,2514.0,2514.75,2518.38,1083596,2728904933.0,36002,129964,11.99,4,2018,1.2318096733288986,Positive,0.10204716793443983,2343.408095238095,2226.294411764707,2411.8142857142857,75.15968239116135,2562.1336504966084,2261.494920931963,,,75.15968239116135
2018-04-18,231,JUBLFOOD,EQ,2514.75,2514.75,2532.2,2478.45,2487.4,2486.9,2502.39,511719,1280519609.0,20449,58387,11.41,4,2018,-1.1074659508897522,Negative,0.04152877781587447,2360.851428571428,2241.1208823529423,2422.2321428571427,74.70328385104128,2571.6387105592253,2272.82557515506,,,74.70328385104128
2018-04-19,232,JUBLFOOD,EQ,2486.9,2505.5,2511.25,2470.0,2481.0,2478.55,2484.53,477367,1186032111.0,27846,89321,18.71,4,2018,-0.3357593791467273,Slight or No Change,0.03789350705423699,2377.917142857142,2254.335294117648,2433.139285714286,70.58230923093262,2574.3039041761513,2291.9746672524207,,,70.58230923093262
2018-04-20,233,JUBLFOOD,EQ,2478.55,2448.2,2473.4,2430.3,2450.0,2445.85,2447.26,637112,1559177451.0,28496,199991,31.39,4,2018,-1.3193197635714582,Negative,0.05479838385377644,2393.5214285714283,2266.4814705882363,2439.55,67.03349335046323,2573.6169867009266,2305.4830132990737,,,67.03349335046323
2018-04-23,234,JUBLFOOD,EQ,2445.85,2451.0,2482.35,2421.65,2465.0,2460.55,2458.69,551997,1357188136.0,20361,136233,24.68,4,2018,0.6010180509843366,Slight Positive,0.045791162414652836,2406.7376190476184,2279.450000000001,2448.9357142857148,59.11847110989071,2567.172656505496,2330.6987720659336,,,59.11847110989071
2018-04-24,235,JUBLFOOD,EQ,2460.55,2490.0,2490.0,2432.85,2454.0,2448.35,2451.73,343207,841452224.1,14988,45468,13.25,4,2018,-0.4958241043669154,Slight or No Change,0.023696140805364016,2415.5966666666664,2292.827352941178,2458.8678571428572,43.461798465106575,2545.7914540730703,2371.944260212644,,,43.461798465106575
2018-04-25,236,JUBLFOOD,EQ,2448.35,2442.4,2481.0,2435.0,2454.0,2457.75,2462.79,465933,1147494461.0,21871,112930,24.24,4,2018,0.38393203586089,Slight or No Change,0.03668351386931142,2424.6319047619045,2305.954705882354,2467.6107142857145,25.161823788648306,2517.934361863011,2417.287066708418,,,25.161823788648306
2018-04-26,237,JUBLFOOD,EQ,2457.75,2460.0,2539.8,2449.0,2526.0,2525.8,2509.97,1195758,3001322520.0,45192,257768,21.56,4,2018,2.768792594853031,Positive,0.11391661481283942,2433.173333333333,2321.4217647058836,2474.428571428572,27.142634036049962,2528.713839500672,2420.143303356472,,,27.142634036049962
2018-04-27,238,JUBLFOOD,EQ,2525.8,2539.0,2565.85,2511.1,2554.45,2551.35,2542.57,675460,1717403402.0,27473,114508,16.95,4,2018,1.0115606936416108,Positive,0.05885652786772829,2441.383809523809,2337.604705882354,2481.4428571428575,33.22732805489599,2547.8975132526493,2414.9882010330657,,,33.22732805489599
2018-04-30,239,JUBLFOOD,EQ,2551.35,2522.0,2565.1,2522.0,2547.9,2540.25,2542.18,291989,742289302.4,21722,74169,25.4,4,2018,-0.4350637897583609,Slight or No Change,0.01827604014544469,2451.300476190476,2352.000294117648,2489.4178571428574,32.966443353203715,2555.3507438492647,2423.48497043645,,,32.966443353203715
2018-05-02,240,JUBLFOOD,EQ,2540.25,2555.0,2594.8,2520.15,2555.1,2549.8,2568.93,602449,1547647274.0,23872,132153,21.94,5,2018,0.37594724928649015,Slight or No Change,0.05113020178546484,2461.704761904761,2366.324705882354,2493.9500000000007,36.66611304939752,2567.282226098796,2420.6177739012055,,,36.66611304939752
2018-05-03,241,JUBLFOOD,EQ,2549.8,2549.4,2590.0,2524.25,2550.0,2546.0,2549.44,491955,1254208262.0,26254,122084,24.82,5,2018,-0.14903129657228842,Slight or No Change,0.03943726956794121,2472.1799999999994,2380.2588235294133,2498.842857142858,38.809881063064644,2576.4626192689875,2421.2230950167286,,,38.809881063064644
2018-05-04,242,JUBLFOOD,EQ,2546.0,2549.9,2575.0,2540.45,2572.0,2565.3,2560.24,333973,855052359.8,16466,72180,21.61,5,2018,0.7580518460329921,Slight Positive,0.022718960722313233,2483.603809523809,2394.8276470588253,2503.9535714285726,42.61241451591863,2589.1784004604096,2418.7287423967355,,,42.61241451591863
2018-05-07,243,JUBLFOOD,EQ,2565.3,2583.0,2628.5,2573.0,2614.0,2605.15,2605.37,972116,2532721978.0,50888,274381,28.23,5,2018,1.5534245507347944,Positive,0.09024989311762141,2496.768095238095,2408.7547058823543,2512.5964285714294,49.92947512503099,2612.4553788214916,2412.7374783213672,,,49.92947512503099
2018-05-08,244,JUBLFOOD,EQ,2605.15,2633.0,2668.8,2535.6,2555.95,2560.35,2598.13,4867929,12647503646.0,216991,655758,13.47,5,2018,-1.7196706523616712,Negative,0.502520942596755,2506.145238095238,2422.3444117647073,2515.853571428572,51.54208312063967,2618.9377376698517,2412.7694051872927,,,51.54208312063967
2018-05-09,245,JUBLFOOD,EQ,2560.35,2590.0,2645.0,2540.0,2548.95,2555.1,2600.02,2480681,6449815375.0,103940,292998,11.81,5,2018,-0.20505009080790115,Slight or No Change,0.24989248267658876,2512.7966666666666,2436.281764705884,2520.725000000001,51.81725562750858,2624.359511255018,2417.0904887449838,,,51.81725562750858
2018-05-10,246,JUBLFOOD,EQ,2555.1,2560.0,2583.45,2463.0,2478.0,2474.6,2506.01,1693538,4244022902.0,70772,194577,11.49,5,2018,-3.150561621854331,Among top Losers,0.16659375383612499,2516.404761904762,2447.647647058825,2520.4428571428575,52.07467588117289,2624.5922089052033,2416.2935053805118,,,52.07467588117289
2018-05-11,247,JUBLFOOD,EQ,2474.6,2478.0,2515.0,2433.0,2477.9,2477.85,2477.65,1325718,3284667224.0,52794,327923,24.74,5,2018,0.13133435706780272,Slight or No Change,0.12766951968540602,2516.8590476190475,2456.368235294119,2522.7285714285717,49.16999442389323,2621.0685602763583,2424.388582580785,,,49.16999442389323
2018-05-14,248,JUBLFOOD,EQ,2477.85,2485.0,2498.05,2423.0,2437.45,2437.8,2460.1,466802,1148377683.0,22459,97631,20.91,5,2018,-1.6163206005206043,Negative,0.03677547504455196,2515.094761904762,2462.0861764705896,2521.1035714285717,51.69412057135408,2624.4918125712798,2417.7153302858637,,,51.69412057135408
2018-05-15,249,JUBLFOOD,EQ,2437.8,2441.0,2482.0,2388.4,2401.0,2400.45,2432.81,927796,2257154516.0,46912,168490,18.16,5,2018,-1.5321191238001577,Negative,0.08555976735621675,2512.5066666666667,2466.785000000001,2517.682142857143,58.071562639212495,2633.825268135568,2401.539017578718,,,58.071562639212495
2018-05-16,250,JUBLFOOD,EQ,2400.45,2395.0,2470.25,2381.55,2468.0,2457.25,2430.22,812412,1974341582.0,43922,157788,19.42,5,2018,2.366222999854206,Positive,0.0733493551077078,2509.971904761905,2469.715000000001,2517.6464285714287,58.11139655298264,2633.869221677394,2401.4236354654636,,,58.11139655298264
2018-05-17,251,JUBLFOOD,EQ,2457.25,2480.0,2485.0,2433.6,2455.0,2449.9,2454.95,623180,1529877176.0,40130,180336,28.94,5,2018,-0.29911486417742994,Slight or No Change,0.053324041974085794,2506.9514285714286,2472.2091176470603,2512.225,60.77180441237375,2633.7686088247474,2390.6813911752524,,,60.77180441237375
2018-05-18,252,JUBLFOOD,EQ,2449.9,2445.0,2519.0,2443.7,2513.0,2497.85,2488.4,956317,2379695049.0,41148,188407,19.7,5,2018,1.9572227437854472,Positive,0.08857797757374884,2506.285238095238,2476.752352941178,2508.4035714285715,59.796570085192975,2627.9967115989575,2388.8104312581854,,,59.796570085192975
