Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
JUBLFOOD,EQ,23-Jan-18,2273.3,2276.8,2330.9,2200.55,2294,2283,2284.99,2337022,5340076229,78992,284349,12.17
JUBLFOOD,EQ,24-Jan-18,2283,2265.55,2323,2252.05,2272.25,2273.4,2280.89,1168325,2664815747,53095,169402,14.5
JUBLFOOD,EQ,25-Jan-18,2273.4,2273,2283.5,2195.85,2202.05,2210.2,2225.25,1648800,3668992645,54670,474163,28.76
JUBLFOOD,EQ,29-Jan-18,2210.2,2224,2226.05,2152.75,2179,2167.75,2177.6,622192,1354885451,33071,203965,32.78
JUBLFOOD,EQ,30-Jan-18,2167.75,2164.55,2205,2128,2134,2138.25,2168.25,922573,2000369732,45626,228635,24.78
JUBLFOOD,EQ,31-Jan-18,2138.25,2148,2148.4,2026,2039.65,2043.2,2067.55,1180069,2439850161,66038,327965,27.79
JUBLFOOD,EQ,01-Feb-18,2043.2,2053.45,2094,1991.35,2044,2047.35,2055.57,1086776,2233947398,45537,273288,25.15
JUBLFOOD,EQ,02-Feb-18,2047.35,2000,2036.9,1942.05,2012.5,2006.2,2000.99,1012110,2025224100,37820,216571,21.4
JUBLFOOD,EQ,05-Feb-18,2006.2,1960,2043,1951,1957,1959.35,1979.7,996002,1971780572,37438,223238,22.41
JUBLFOOD,EQ,06-Feb-18,1959.35,1805,2020,1803.2,1988,1979.1,1929.14,1389047,2679671099,56768,222681,16.03
JUBLFOOD,EQ,07-Feb-18,1979.1,2003.9,2037.9,1975,2006.8,1999.95,2001.11,688601,1377963544,27009,117367,17.04
JUBLFOOD,EQ,08-Feb-18,1999.95,2026,2041,1981,2005,1999.9,2010.88,857848,1725025871,51311,259846,30.29
JUBLFOOD,EQ,09-Feb-18,1999.9,1930.05,2019.9,1930.05,2019.9,1998.7,1982.1,665951,1319981252,33641,144576,21.71
JUBLFOOD,EQ,12-Feb-18,1998.7,2015.05,2056.95,2015.05,2030,2026.65,2036.54,653313,1330495173,31329,129740,19.86
JUBLFOOD,EQ,14-Feb-18,2026.65,2054,2058,2023.55,2030,2042.5,2040.4,492952,1005821084,24697,143797,29.17
JUBLFOOD,EQ,15-Feb-18,2042.5,2042.5,2114,1990.55,2010,2011.9,2061.2,1662514,3426771505,53657,248314,14.94
JUBLFOOD,EQ,16-Feb-18,2011.9,2028,2039.85,1936,1963.85,1951.65,1977.81,1086108,2148120671,41288,165801,15.27
JUBLFOOD,EQ,19-Feb-18,1951.65,1966.3,2018.2,1910,2008,1993.85,1950.07,1075766,2097815839,34569,206068,19.16
